,record_id,user_id,role,education_level,subject_area,ai_tool,ai_use_purpose,ai_use_frequency_per_week,session_count,avg_session_duration_min,tasks_completed,hints_requested,text_feedback,sentiment_label,sentiment_polarity,subjectivity,emotion_primary,pre_test_score,post_test_score,improvement,adaptive_difficulty_start,adaptive_difficulty_end,recommended_resources_count,perceived_usefulness,perceived_ease_of_use,trust_score,adoption_intention,satisfaction_score,ethical_concern_privacy,ethical_concern_plagiarism,dropout_flag,timestamp
657,658,S229992,student,K-12,Physics,AI Writing Helper,brainstorming,4,22,23,90,6,"I tried the AI Writing Helper for brainstorming in Physics at the K-12 level; it streamlined my work on key goals considerably.  Feeling anticipation, participation increased and I remain cautious about fairness and transparency. As a result, my view of AI adoption in education is positive, slightly optimistic. (note 7bf639)",positive,0.632,0.663,anticipation,72,88,16,4,3,4,4,3,4,5,5,2,3,0,11/5/2023 16:18
658,659,S919033,student,K-12,Computer Science,LLM Assistant,exam revision,0,25,25,53,6,"Recently I explored the LLM Assistant for exam revision in Computer Science at the K-12 level; it gave me better feedback about key goals significantly. Feeling fear, it sometimes confused me and I remain cautious about fairness and transparency. This shaped my attitude toward AI tools in learning/teaching in a negative way. (note 58d8bd)",negative,-0.574,0.875,fear,82,91,9,2,1,9,4,2,5,2,3,5,5,0,8/28/2024 21:32
659,660,S834240,student,undergraduate,Biology,Code Copilot,brainstorming,2,31,9,56,7,"Recently I explored the Code Copilot for brainstorming in Biology at the undergraduate level; it gave me better feedback about key goals slightly. Feeling trust, my class outcomes improved and I still think about privacy and academic integrity. As a result, my view of AI adoption in education is positive, slightly optimistic. (note 7a38fd)",positive,0.664,0.603,trust,67,72,5,1,1,12,4,3,4,4,5,2,4,0,1/15/2023 19:37
660,661,S314648,student,undergraduate,Biology,AI Writing Helper,quiz practice,1,25,21,52,12,"Recently I explored the AI Writing Helper for quiz practice in Biology at the undergraduate level; it kept me engaged with key goals slightly.Feeling optimism, we could tackle harder problems and I followed our policy on responsible AI use. In practice, this changed how I adapt my study plan and assessments. (note fb1f7a)",positive,0.654,0.529,optimism,68,76,8,2,4,7,4,2,3,3,5,4,2,0,4/24/2024 4:29
661,662,S131309,student,undergraduate,Education,Speech Coach,note organization,5,27,18,60,4,"I evaluated the Speech Coach for note organization in Education at the undergraduate level; it kept me engaged with key goals significantly. — Feeling joy, we could tackle harder problems and I followed our policy on responsible AI use. In practice, this changed how I adapt my study plan and assessments. (note 28986d)",positive,0.886,0.666,joy,80,93,13,3,1,3,5,5,4,4,4,2,2,0,9/25/2023 5:40
662,663,S108937,student,K-12,Biology,LLM Assistant,coding help,1,35,14,70,2,"I evaluated the LLM Assistant for coding help in Biology at the K-12 level; it streamlined my work on key goals . – Feeling anticipation, the impact was modest and I cross-checked outputs to avoid plagiarism. As a result, my view of AI adoption in education is neutral, considerably optimistic. (note 1ab4d9)",neutral,-0.019,0.631,anticipation,74,87,13,2,4,8,5,3,3,2,3,4,3,0,3/23/2024 18:07
663,664,S876678,student,undergraduate,Mathematics,Quiz Generator,concept explanation,4,22,19,81,5,"Recently I explored the Quiz Generator for concept explanation in Mathematics at the undergraduate level; it clarified key goals slightly. – Feeling optimism, students made fewer mistakes and I remain cautious about fairness and transparency. This shaped my attitude toward AI tools in learning/teaching in a positive way. (note b86379)",positive,0.825,0.844,optimism,69,79,10,1,3,0,3,4,4,3,3,4,3,0,2/28/2024 6:54
664,665,S952270,student,undergraduate,Mathematics,Quiz Generator,quiz practice,3,27,25,62,2,"I adopted the Quiz Generator for quiz practice in Mathematics at the undergraduate level; it helped me grasp key goals slightly. Feeling joy, I finished tasks faster than usual and I cross-checked outputs to avoid plagiarism. This shaped my attitude toward AI tools in learning/teaching in a positive way. (note abfeb0)",positive,0.531,0.739,joy,66,84,18,1,2,7,4,3,4,4,5,2,3,0,5/6/2024 16:51
665,666,S815020,student,undergraduate,Economics,AI Writing Helper,exam revision,1,33,20,67,10,"I experimented with the AI Writing Helper for exam revision in Economics at the undergraduate level; it streamlined my work on key goals significantly. Feeling neutral, I had to double-check suggestions and I followed our policy on responsible AI use. As a result, my view of AI adoption in education is neutral, noticeably optimistic. (note 66c078)",neutral,0.08,0.238,neutral,91,95,4,2,3,3,2,4,3,4,3,3,3,0,11/26/2023 14:11
666,667,S654476,student,K-12,Physics,AI Tutor,language translation,3,23,15,79,12,"I experimented with the AI Tutor for language translation in Physics at the K-12 level; it reduced my effort on key goals moderately.  Feeling fear, it sometimes confused me and I still think about privacy and academic integrity. In practice, this changed how I adapt my study plan and assessments. (note 1b70fd)",negative,-0.256,0.941,fear,66,77,11,2,4,10,2,4,2,3,2,5,4,0,7/9/2024 0:55
667,668,S514074,student,undergraduate,Law,Code Copilot,proofreading,2,25,14,76,5,"I regularly use the Code Copilot for proofreading in Law at the undergraduate level; it clarified key goals moderately.Feeling fear, I relied on it too much and I remain cautious about fairness and transparency. This shaped my attitude toward AI tools in learning/teaching in a negative way. (note 11d148)",negative,-0.794,0.582,fear,55,59,4,2,3,7,2,2,1,3,2,4,4,0,7/28/2023 8:07
668,669,S795156,student,K-12,Economics,Explainability Bot,coding help,2,23,23,1,1,"For my class I relied on the Explainability Bot for coding help in Economics at the K-12 level; it helped me grasp key goals moderately.  Feeling trust, participation increased and I followed our policy on responsible AI use. In practice, this changed how I adapt my study plan and assessments. (note e0feac)",positive,0.461,0.561,trust,72,83,11,1,2,9,4,4,2,5,3,3,3,0,8/6/2023 23:00
669,670,S669494,student,K-12,Chemistry,Speech Coach,brainstorming,1,16,8,38,10,"Recently I explored the Speech Coach for brainstorming in Chemistry at the K-12 level; it improved my confidence with key goals noticeably. — Feeling trust, I felt more motivated and I cross-checked outputs to avoid plagiarism. This shaped my attitude toward AI tools in learning/teaching in a positive way. (note 857225)",positive,0.307,0.504,trust,81,94,13,2,2,11,4,3,4,4,4,2,1,0,4/16/2023 21:00
670,671,S569381,student,K-12,Biology,LLM Assistant,writing feedback,3,20,21,57,8,"I briefly used the LLM Assistant for writing feedback in Biology at the K-12 level; it improved my confidence with key goals moderately. Feeling anticipation, it was acceptable overall and I followed our policy on responsible AI use. As a result, my view of AI adoption in education is neutral, moderately optimistic. (note 583b5a)",neutral,0.042,0.33,anticipation,56,64,8,1,3,11,5,2,4,3,3,4,2,0,9/4/2024 8:33
671,672,S348271,student,K-12,Engineering,Curriculum Planner,concept explanation,3,19,25,61,17,"I tried the Curriculum Planner for concept explanation in Engineering at the K-12 level; it reduced my effort on key goals considerably. Feeling anticipation, I finished tasks faster than usual and I remain cautious about fairness and transparency. In practice, this changed how I adapt my study plan and assessments. (note 061753)",positive,0.847,0.863,anticipation,83,96,13,1,1,7,4,5,3,4,3,3,3,0,8/18/2023 23:33
672,673,S348836,student,undergraduate,Physics,Explainability Bot,writing feedback,1,26,24,62,12,"Recently I explored the Explainability Bot for writing feedback in Physics at the undergraduate level; it gave me better feedback about key goals moderately. — Feeling neutral, the pace felt unchanged and I prefer clearer guidance on ethical use. In practice, this changed how I adapt my study plan and assessments. (note ea9765)",neutral,0.099,0.67,neutral,54,50,-4,1,1,11,3,4,4,3,1,1,4,0,5/8/2024 15:01
673,674,S742930,student,undergraduate,Education,Code Copilot,note organization,3,18,20,66,8,"I evaluated the Code Copilot for note organization in Education at the undergraduate level; it gave me better feedback about key goals considerably. – Feeling trust, I observed improved strategies and I cross-checked outputs to avoid plagiarism. In practice, this changed how I adapt my study plan and assessments. (note 0cad6f)",positive,0.628,0.797,trust,47,65,18,1,3,2,3,5,3,3,4,2,2,0,3/29/2024 23:31
674,675,S485262,student,undergraduate,Art and Design,Speech Coach,proofreading,3,29,19,85,5,"I have been using the Speech Coach for proofreading in Art and Design at the undergraduate level; it clarified key goals moderately. — Feeling anticipation, participation increased and I prefer clearer guidance on ethical use. This shaped my attitude toward AI tools in learning/teaching in a positive way. (note 677646)",positive,0.392,0.802,anticipation,83,94,11,1,1,2,2,4,2,4,4,2,3,0,1/7/2023 8:53
675,676,S176298,student,K-12,Biology,Quiz Generator,concept explanation,1,19,23,73,7,"I tried the Quiz Generator for concept explanation in Biology at the K-12 level; it gave me better feedback about key goals slightly. Feeling anticipation, my class outcomes improved and I prefer clearer guidance on ethical use. As a result, my view of AI adoption in education is positive, significantly optimistic. (note 76a19b)",positive,0.5,0.68,anticipation,50,57,7,3,4,4,4,3,5,4,4,2,4,0,10/30/2023 9:32
676,677,S853011,student,graduate,Economics,Concept Mapper,exam revision,3,32,15,43,9,"For my class I relied on the Concept Mapper for exam revision in Economics at the graduate level; it guided my practice for key goals slightly.Feeling anticipation, we could tackle harder problems and I prefer clearer guidance on ethical use. This shaped my attitude toward AI tools in learning/teaching in a positive way. (note 4fc915)",positive,0.83,0.869,anticipation,68,86,18,3,1,1,5,3,3,5,4,3,3,1,5/28/2024 5:52
677,678,S408280,student,professional-development,Sociology,Code Copilot,brainstorming,2,24,15,60,5,"I evaluated the Code Copilot for brainstorming in Sociology at the professional-development level; it gave me better feedback about key goals considerably. — Feeling neutral, I noticed little difference and I followed our policy on responsible AI use. In practice, this changed how I adapt my study plan and assessments. (note 3068e2)",neutral,-0.063,0.411,neutral,85,93,8,2,4,7,4,4,2,4,4,3,5,0,10/13/2023 9:49
678,679,S283212,student,undergraduate,Engineering,Explainability Bot,proofreading,1,33,16,54,11,"I tried the Explainability Bot for proofreading in Engineering at the undergraduate level; it streamlined my work on key goals significantly. Feeling neutral, I noticed little difference and I remain cautious about fairness and transparency. This shaped my attitude toward AI tools in learning/teaching in a neutral way. (note 51319f)",neutral,0.092,0.471,neutral,80,90,10,1,4,5,3,3,2,4,3,2,3,0,11/10/2023 10:03
679,680,S168692,student,undergraduate,Biology,AI Tutor,quiz practice,1,17,20,64,13,"For my class I relied on the AI Tutor for quiz practice in Biology at the undergraduate level; it helped me grasp key goals significantly.Feeling anticipation, I felt more motivated and I followed our policy on responsible AI use. In practice, this changed how I adapt my study plan and assessments. (note ee0aad)",positive,0.872,0.691,anticipation,98,100,2,1,4,7,5,5,4,5,5,5,2,0,6/20/2023 11:35
680,681,S304138,student,graduate,English,AI Writing Helper,summarization,1,24,33,20,7,"In this course I tested the AI Writing Helper for summarization in English at the graduate level; it clarified key goals moderately. — Feeling anxiety, it added extra steps and I still think about privacy and academic integrity. As a result, my view of AI adoption in education is negative, noticeably optimistic. (note fc059a)",negative,-0.534,0.612,anxiety,50,51,1,3,2,10,4,2,4,2,2,5,5,0,2/21/2023 10:16
681,682,S790620,student,undergraduate,Education,Assessment Assistant,note organization,1,30,26,46,1,"For my class I relied on the Assessment Assistant for note organization in Education at the undergraduate level; it sped up my study of key goals considerably.  Feeling joy, I felt more motivated and I followed our policy on responsible AI use. As a result, my view of AI adoption in education is positive, moderately optimistic. (note 6c3048)",positive,0.325,0.591,joy,70,88,18,2,3,5,4,4,4,5,4,3,1,0,8/18/2024 0:07
682,683,S780986,student,graduate,Engineering,Concept Mapper,note organization,0,22,17,49,8,"I tried the Concept Mapper for note organization in Engineering at the graduate level; it sped up my study of key goals moderately. Feeling optimism, my class outcomes improved and I cross-checked outputs to avoid plagiarism. In practice, this changed how I adapt my study plan and assessments. (note f64ee2)",positive,0.928,0.445,optimism,61,70,9,1,3,9,4,2,3,3,4,3,1,0,12/19/2023 6:52
683,684,S114899,student,professional-development,Mathematics,Concept Mapper,coding help,2,21,31,42,10,"I regularly use the Concept Mapper for coding help in Mathematics at the professional-development level; it improved my confidence with key goals moderately. Feeling optimism, study sessions were more focused and I remain cautious about fairness and transparency. In practice, this changed how I adapt my study plan and assessments. (note 0e2d9d)",positive,0.325,0.694,optimism,86,95,9,2,3,7,3,4,3,3,5,1,4,0,4/26/2024 11:36
